State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
953	Washington	yHKS492	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	b	YHKS_#152	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS492	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
954	Washington	yHRVM83	Saccharomyces eubayanus	Saccharomyces	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	4D3	a	YHRVM_4D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM83	Saccharomyces eubayanus	Saccharomycotina	Saccharomyces	Northwest
955	Washington	yHRVM288	Aureobasidium pullulans	Aureobasidium	Ascomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus ursinus	Blackberry	NA	NA	6D5	a	YHRVM_6D5	22	Nisqually North Refuge, Olympia, WA	Quinn Langdon	TRUE	yHRVM288	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Northwest
956	Washington	yHKS452	Debaryomyces hansenii	Debaryomyces	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	NA	NA	#148	a	YHKS_#148	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS452	Debaryomyces hansenii	Saccharomycotina	Debaryomyces	Northwest
957	Washington	yHKS504	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Holly Berry	Aquifoliaceae	Berry	NA	Ilex	Ilex sp.	Holly	NA	NA	#194	a	YHKS_#194	30	Monroe, WA	Emily Baker	TRUE	yHKS504	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
959	Wisconsin	yHKS334	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.400119, -87.876439	43.400119	-87.876439	Tree	Moss	Moss	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	Moss	NA	#82	a	YHKS_#82	10	Port Washington, WI (Whitefish Park)	Kayla Sylvester	TRUE	yHKS334	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
960	Wisconsin	yHKS353	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#128	a	YHKS_#128	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS353	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
961	Wisconsin	yHRM9	Rhodotorula nothofagi	Rhodotorula	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	1.9	a	YHRM_1.9	22	Picnic Point, Madison WI	RM	TRUE	yHRM9	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	Upper Midwest
962	Wisconsin	yHKS375	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#125	a	YHKS_#125	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS375	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
963	Wisconsin	yHKS352	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#127	b	YHKS_#127	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS352	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
964	Wisconsin	yHKS686	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	#223	a	YHKS_#223	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS686	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Upper Midwest
965	Wisconsin	yHKS698	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#232	b	YHKS_#232	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS698	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
966	Wisconsin	YHMH118	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.945431, -89.584102	42.945431	-89.584102	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	49	c	YHMH_49	10	verona Town, Bud Jackson school Forest, WI	Max Haase	TRUE	YHMH118	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
967	Wisconsin	yHKS359	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#142	a	YHKS_#142	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS359	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
968	Wisconsin	YHMH112	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.945676, -89.584782	42.945676	-89.584782	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	b	YHMH_50	10	verona Town, Bud Jackson school Forest, WI	Max Haase	TRUE	YHMH112	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
969	Wisconsin	yHKS357	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#137	a	YHKS_#137	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS357	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
970	Wisconsin	yHKS350	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#125	a	YHKS_#125	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS350	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
971	Wisconsin	yHRVM294	Rhodotorula nothofagi	Rhodotorula	Basidiomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Quercus	Quercus macrocarpa	Bur Oak	NA	NA	1D5	a	YHRVM_1D5	10	Grandad's Bluff, Lacrosse, WI	Drew Doering	TRUE	yHRVM294	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	Upper Midwest
972	Wisconsin	yHKS23	Mrakia gelida	Mrakia	Basidiomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Pyrus	Pyrus communis	NA	NA	NA	#24	a	YHKS_#24	10	Sussex, WI	Kayla Sylvester	TRUE	yHKS23	Mrakia gelida	Basidiomycota	Mrakia	Upper Midwest
973	Wisconsin	yHKS351	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#126	a	YHKS_#126	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS351	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
975	Wisconsin	yHKS94	Torulaspora delbrueckii	Torulaspora	Ascomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#38	a	YHKS_#38	30	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS94	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
976	Wisconsin	yHKS683	Scheffersomyces ergatensis	Scheffersomyces	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Quercus	Quercus sp.	Oak	NA	NA	#218	a	YHKS_#218	10	Delafield,WI	Kayla Sylvester	TRUE	yHKS683	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Upper Midwest
977	Wisconsin	yHKS709	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#244	a	YHKS_#244	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS709	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
978	Wisconsin	yHQL84	Pichia fermentans	Pichia	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Unknown	Fungus	NA	smiley5	a	YHQL_smiley5	30	local Madison, WI backyard	NA	TRUE	yHQL84	Pichia fermentans	Saccharomycotina	Pichia	Upper Midwest
979	Wisconsin	yHKS682	Lachancea thermotolerans	Lachancea	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	#217	a	YHKS_#217	10	Delafield,WI	Kayla Sylvester	TRUE	yHKS682	Lachancea thermotolerans	Saccharomycotina	Lachancea	Upper Midwest
980	Wisconsin	yHKS687	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#225	a	YHKS_#225	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS687	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
981	Wisconsin	YHMH120	Rhodotorula nothofagi�	Rhodotorula	Basidiomycota	42.946040, -89.584094	42.94604	-89.584094	Tree	Plant Matter	Bark	NA	NA	NA	NA	Carya	Carya ovata	NA	NA	NA	51	a	YHMH_51	10	verona Town, Bud Jackson school Forest, WI	Max Haase	TRUE	YHMH120	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	Upper Midwest
983	Wisconsin	yHQL200	Wickerhamomyces anomalus	Wickerhamomyces	Ascomycota	43.122028, -89.484072	43.122028	-89.484072	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	11	a	YHQL_11	30	Pheasant Branch Conservancy	Sarah Wright	TRUE	yHQL200	Wickerhamomyces anomalus	Saccharomycotina	Wickerhamomyces	Upper Midwest
984	Wisconsin	YHMH113	Torulaspora delbrueckii	Torulaspora	Ascomycota	42.945676, -89.584782	42.945676	-89.584782	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	c	YHMH_50	10	verona Town, Bud Jackson school Forest, WI	Max Haase	TRUE	YHMH113	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
985	Wisconsin	yHQL94	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	43.070035, -89.421173	43.070035	-89.421173	Tree	Plant Matter	Seed	NA	NA	NA	NA	Ginkgo	Ginkgo biloba	Ginkgo	NA	NA	smiley2A	a	YHQL_smiley2A	22	local Madison, WI backyard	NA	TRUE	yHQL94	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
988	Wisconsin	yHKS48	Torulaspora delbrueckii	Torulaspora	Ascomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#36a	a	YHKS_#36a	30	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS48	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
989	Wisconsin	yHKS360	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#142	b	YHKS_#142	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS360	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
991	Wisconsin	yHKB157	Mrakia sp.	Mrakia	Basidiomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	Bad read	KBOCT3	b	YHKB_KBOCT3	10	Northeastern WI	Bill Saucier	TRUE	yHKB157	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
992	Wisconsin	yHKS705	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#238	a	YHKS_#238	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS705	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
993	Wisconsin	yHKS326	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#142	a	YHKS_#142	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS326	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
994	Wisconsin	yHKS706	Nakazawaea holstii	Nakazawaea	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#239	a	YHKS_#239	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS706	Nakazawaea holstii	Saccharomycotina	Nakazawaea	Upper Midwest
995	Wisconsin	yHKS210	Saccharomyces eubayanus	Saccharomyces	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#56	a	YHKS_#56	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS210	Saccharomyces eubayanus	Saccharomycotina	Saccharomyces	Upper Midwest
996	Wisconsin	yHQL688	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus sp.	Apple Tree	NA	NA	7	c	YHQL_7	22	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Sorlie, Lisa	TRUE	yHQL688	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
997	Wisconsin	yHRM17	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Fraxinus	Fraxinus americana	White Ash	NA	NA	2.16	a	YHRM_2.16	22	Picnic Point, Madison WI	RM	TRUE	yHRM17	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Upper Midwest
999	Wisconsin	yHRVM312	Candida railenensis	Candida	Ascomycota	43.812565, -91.208730	43.812565	-91.20873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Carya	Carya ovata	Shabark Hickory	NA	NA	3D5	a	YHRVM_3D5	10	Grandad's Bluff, Lacrosse, WI	Drew Doering	TRUE	yHRVM312	Candida railenensis	Saccharomycotina	Candida	Upper Midwest
1000	Wisconsin	yHKS307	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#123	a	YHKS_#123	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS307	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1001	Wisconsin	yHKS136	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fraxinus	Fraxinus sp.	Ash	NA	NA	#59	a	YHKS_#59	30	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS136	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1002	Wisconsin	yHKS703	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#237	a	YHKS_#237	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS703	Candida sake	Saccharomycotina	Candida	Upper Midwest
1003	Wisconsin	yHKS418	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	NA	NA	#139	b	YHKS_#139	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS418	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1004	Wisconsin	yHKB421	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.8900, -88.3073	44.89	-88.3073	Tree	Plant Matter	Fruit	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple Tree	NA	NA	LS12	a	YHKB_LS12	10	Gillett, WI	Lisa Sorlie	TRUE	yHKB421	Cryptococcus flavescens	Basidiomycota	Cryptococcus	Upper Midwest
1005	Wisconsin	yHRM24	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	1.11	a	YHRM_1.11	10	Picnic Point, Madison WI	RM	TRUE	yHRM24	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1006	Wisconsin	yHRVM259	Rhodotorula nothofagi	Rhodotorula	Basidiomycota	43.581633, -90.126748	43.581633	-90.126748	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	9D4	a	YHRVM_9D4	10	LaValle, WI	Drew Doering	TRUE	yHRVM259	Rhodotorula nothofagi	Basidiomycota	Rhodotorula	Upper Midwest
1007	Wisconsin	yHKS708	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#242	a	YHKS_#242	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS708	Candida sake	Saccharomycotina	Candida	Upper Midwest
1008	Wisconsin	yHKS689	Saccharomyces eubayanus	Saccharomyces	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	Black Growth	NA	#226	a	YHKS_#226	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS689	Saccharomyces eubayanus	Saccharomycotina	Saccharomyces	Upper Midwest
1010	Wisconsin	yHQL284	Lachancea thermotolerans	Lachancea	Ascomycota	43.189523, -89.622457	43.189523	-89.622457	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	15	b	YHQL_15	10	Indian Lake County Park	Sarah Wright	TRUE	yHQL284	Lachancea thermotolerans	Saccharomycotina	Lachancea	Upper Midwest
1011	Wisconsin	yHKS677	Lachancea thermotolerans	Lachancea	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	#213	a	YHKS_#213	10	Delafield,WI	Kayla Sylvester	TRUE	yHKS677	Lachancea thermotolerans	Saccharomycotina	Lachancea	Upper Midwest
1012	Wisconsin	yHKS599	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#230	a	YHKS_#230	22	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS599	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1013	Wisconsin	yHQL675	Saccharomyces paradoxus	Saccharomyces	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Soil	Soil	Compost	NA	NA	NA	NA	NA	NA	NA	NA	potatoes, apples, and pear based	9	a	YHQL_9	30	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Sorlie, Lisa	TRUE	yHQL675	Saccharomyces paradoxus	Saccharomycotina	Saccharomyces	Upper Midwest
1014	Wisconsin	yHQL225	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.189523, -89.622457	43.189523	-89.622457	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	15	a	YHQL_15	22	Indian Lake County Park	Sarah Wright	TRUE	yHQL225	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1016	Wisconsin	yHKS125	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#38	d	YHKS_#38	10	Fon du Lac, WI (Lakeside Park)	Kayla Sylvester	TRUE	yHKS125	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1017	Wisconsin	yHRM23	Mrakia sp.	Mrakia	Basidiomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	a	YHRM_1.13	10	Picnic Point, Madison WI	RM	TRUE	yHRM23	Mrakia sp.	Basidiomycota	Mrakia	Upper Midwest
1018	Wisconsin	yHRVM127	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1D4	a	YHRVM_1D4	30	Mukwonago, WI	Ryan Moriarty	TRUE	yHRVM127	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Upper Midwest
1019	Wisconsin	yHKS198	Metschnikowia fructicola	Metschnikowia	Ascomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#27	a	YHKS_#27	10	Marinette, WI (Red Arrow Park)	Kayla Sylvester	TRUE	yHKS198	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia	Upper Midwest
1020	Wisconsin	yHQL681	Lachancea kluyveri	Lachancea	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Tree	Plant Matter	Fruit	Apple	Rosaceae	Pome	Rotting	Malus	Malus sp.	Apple Tree	NA	rotting Delicious apple (from season before)	8	a	YHQL_8	30	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Sorlie, Lisa	TRUE	yHQL681	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1021	Wisconsin	yHRM2	Lachancea kluyveri	Lachancea	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	a	YHRM_1.17	22	Picnic Point, Madison WI	RM	TRUE	yHRM2	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1022	Wisconsin	yHRM43	Lachancea kluyveri	Lachancea	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	b	YHRM_1.17	10	Picnic Point, Madison WI	RM	TRUE	yHRM43	Lachancea kluyveri	Saccharomycotina	Lachancea	Upper Midwest
1023	Wisconsin	yHRM36	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	43	b	YHRM_43	10	Picnic Point, Madison WI	RM	TRUE	yHRM36	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1024	Wisconsin	yHKS388	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#137	a	YHKS_#137	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS388	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
1025	Wisconsin	yHRM39	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Ulmus	Ulmus rubra	Slippery Elm	NA	NA	55	a	YHRM_55	10	Picnic Point, Madison WI	RM	TRUE	yHRM39	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Upper Midwest
1026	Wisconsin	yHKS690	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	Black Growth	NA	#226	b	YHKS_#226	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS690	Candida sake	Saccharomycotina	Candida	Upper Midwest
1027	Wisconsin	yHKS693	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#228	c	YHKS_#228	10	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS693	Candida sake	Saccharomycotina	Candida	Upper Midwest
1028	Wisconsin	yHKS310	Candida pseudolambica	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#126	a	YHKS_#126	30	Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS310	Candida pseudolambica	Saccharomycotina	Candida	Upper Midwest
1029	Wisconsin	yHKS137	Torulaspora delbrueckii	Torulaspora	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#49	a	YHKS_#49	30	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Kayla Sylvester	TRUE	yHKS137	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Upper Midwest
